Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
41194	Ãà±¸º¹_21	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0	0	0	0	0
41195	Ãà±¸º¹_22	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0	0	0	0	0
41196	Ãà±¸º¹_22	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0	0	0	0	0
41197	Ãà±¸º¹_23	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40092	0	0	0	0	0	0	0	0	0
41198	Ãà±¸º¹_23	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40092	0	0	0	0	0	0	0	0	0
41199	Ãà±¸º¹_24	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40093	0	0	0	0	0	0	0	0	0
41200	Ãà±¸º¹_24	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40093	0	0	0	0	0	0	0	0	0
41201	Ãà±¸º¹_25	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40094	0	0	0	0	0	0	0	0	0
41202	Ãà±¸º¹_25	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40094	0	0	0	0	0	0	0	0	0
41203	Ãà±¸º¹_26	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40095	0	0	0	0	0	0	0	0	0
41204	Ãà±¸º¹_26	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40095	0	0	0	0	0	0	0	0	0
41205	Ãà±¸º¹_27	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0	0	0	0	0
41206	Ãà±¸º¹_27	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0	0	0	0	0
41207	Ãà±¸º¹_28	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0	0	0	0	0
41208	Ãà±¸º¹_28	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0	0	0	0	0
41209	Ãà±¸º¹_29	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0	0	0	0	0
41210	Ãà±¸º¹_29	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0	0	0	0	0
41211	Ãà±¸º¹_30	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0	0	0	0	0
41212	Ãà±¸º¹_30	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0	0	0	0	0
41213	Ãà±¸º¹_31	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0	0	0	0	0
41214	Ãà±¸º¹_31	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0	0	0	0	0
41215	Ãà±¸º¹_32	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0	0	0	0	0
41216	Ãà±¸º¹_32	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0	0	0	0	0
41217	Ãà±¸º¹_1	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40070	0	0	0	0	0	0	0	0	0
41218	Ãà±¸º¹_1	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40070	0	0	0	0	0	0	0	0	0
41219	Ãà±¸º¹_2	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40071	0	0	0	0	0	0	0	0	0
41220	Ãà±¸º¹_2	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40071	0	0	0	0	0	0	0	0	0
41221	Ãà±¸º¹_3	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40072	0	0	0	0	0	0	0	0	0
41222	Ãà±¸º¹_3	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40072	0	0	0	0	0	0	0	0	0
41223	Ãà±¸º¹_4	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40073	0	0	0	0	0	0	0	0	0
41224	Ãà±¸º¹_4	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40073	0	0	0	0	0	0	0	0	0
41225	Ãà±¸º¹_5	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40074	0	0	0	0	0	0	0	0	0
41226	Ãà±¸º¹_5	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40074	0	0	0	0	0	0	0	0	0
41227	Ãà±¸º¹_6	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40075	0	0	0	0	0	0	0	0	0
41228	Ãà±¸º¹_6	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40075	0	0	0	0	0	0	0	0	0
41229	Ãà±¸º¹_7	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40076	0	0	0	0	0	0	0	0	0
41230	Ãà±¸º¹_7	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40076	0	0	0	0	0	0	0	0	0
41231	Ãà±¸º¹_8	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40077	0	0	0	0	0	0	0	0	0
41232	Ãà±¸º¹_8	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40077	0	0	0	0	0	0	0	0	0
41233	Ãà±¸º¹_9	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40078	0	0	0	0	0	0	0	0	0
41234	Ãà±¸º¹_9	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40078	0	0	0	0	0	0	0	0	0
41235	Ãà±¸º¹_10	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40079	0	0	0	0	0	0	0	0	0
41236	Ãà±¸º¹_10	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40079	0	0	0	0	0	0	0	0	0
41237	Ãà±¸º¹_11	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40080	0	0	0	0	0	0	0	0	0
41238	Ãà±¸º¹_11	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40080	0	0	0	0	0	0	0	0	0
41239	Ãà±¸º¹_12	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40081	0	0	0	0	0	0	0	0	0
41240	Ãà±¸º¹_12	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40081	0	0	0	0	0	0	0	0	0
41241	Ãà±¸º¹_13	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40082	0	0	0	0	0	0	0	0	0
41242	Ãà±¸º¹_13	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40082	0	0	0	0	0	0	0	0	0
41243	Ãà±¸º¹_14	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40083	0	0	0	0	0	0	0	0	0
41244	Ãà±¸º¹_14	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40083	0	0	0	0	0	0	0	0	0
41245	Ãà±¸º¹_15	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40084	0	0	0	0	0	0	0	0	0
41246	Ãà±¸º¹_15	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40084	0	0	0	0	0	0	0	0	0
41247	Ãà±¸º¹_16	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40085	0	0	0	0	0	0	0	0	0
41248	Ãà±¸º¹_16	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40085	0	0	0	0	0	0	0	0	0
41249	Ãà±¸º¹_17	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40086	0	0	0	0	0	0	0	0	0
41250	Ãà±¸º¹_17	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40086	0	0	0	0	0	0	0	0	0
41251	Ãà±¸º¹_18	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40087	0	0	0	0	0	0	0	0	0
41252	Ãà±¸º¹_18	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40087	0	0	0	0	0	0	0	0	0
41253	Ãà±¸º¹_19	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40088	0	0	0	0	0	0	0	0	0
41254	Ãà±¸º¹_19	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40088	0	0	0	0	0	0	0	0	0
41255	Ãà±¸º¹_20	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40089	0	0	0	0	0	0	0	0	0
41256	Ãà±¸º¹_20	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40089	0	0	0	0	0	0	0	0	0
41257	Ãà±¸º¹_21	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0	0	0	0	0
41258	Ãà±¸º¹_21	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0	0	0	0	0
41259	Ãà±¸º¹_22	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_PKDROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0	0	0	0	0
